# vs_cfr 2960003-dirty seed=1 samples=128 throttle_ms=500 shim=/home/jdh8/.dotnet/dotnet /home/jdh8/src/hearts-engine/tournament/CfrShim/bin/Release/net10.0/CfrShim.dll
pair,seating,direction,deal_seed,cfr_seats,north,east,south,west,shooter,shooter_side,mc_attempts,mc_passes,passes_nesw,plays_by_trick,cfr_payoff
582,0,across,12834902384372488127,EW,3,21,1,1,,,0,0,KCTDQD/4D8DAS/QCQSKS/8CADAH,E2CSKCW7DNQC/S4SW7SN6SE3S/WJSNTSE6CSJH/W5HN2HEAHS9H/EKDSQDW9DN2D/E7CS9CW6HN5C/S3HWASNTHE8H/N4CEACSTCWJD/EADSTDW6DNQS/EQHS4HW8DN7H/E8CS3CW4DNKS/EKHS5DW5SN9S/EJCS3DW2SN8S,-6.000000
582,1,across,12834902384372488127,NS,2,5,14,5,,,0,0,2DTDQD/KDKHAS/5DQSKS/8CADAH,E2CSQCWASNKC/NTSE3SS4SW7S/N9SEAHSJHWJS/W2SNKSEQHS9H/N5CE6CSTCWKH/S3HW5HN2HE8H/E4DS3DW6DN5D/W7DNTHEADSTD/E8DS2DW9DN7H/WJDNQSEACSQD/S4HW6HN6SEJC/W5SN8SE8CS9C/N4CE7CS3CWKD,-2.000000
583,0,hold,5788873129986134994,EW,19,1,4,2,,,0,0,///,W2CN6CE8CS4C/E8DS6DWTDNQD/N4DE9DS2DW8H/E4HS7HW5HN6H/STHW3HNKHEQH/N7CE3CS5CWJC/W6SN2SE3SSKS/SJSW7SNTSE5S/S8SW4SNASEQS/NTCEAHS9CWKC/W2HNJHE9SSAD/NQCE3DSKDWAC/W9HN7DE5DSJD,6.666667
583,1,hold,5788873129986134994,NS,17,5,4,0,,,0,0,///,W2CNTCE8CS9C/N7DE5DSADWTD/S5CWJCN7CE3C/W6SNTSE9SSKS/SJSW7SN2SE5S/S8SW4SNASEQS/NQDE9DSJDWAC/N4DE8DS6DWKC/E3DS2DW9HNKH/E3SSTHW8HNJH/E4HS7HW5HN6H/S4CW3HNQCEAH/N6CEQHSKDW2H,-5.333333
584,0,left,17189587949309333481,EW,4,0,14,8,,,0,0,ACTHAH/9CKC8D/8HJHKS/2CTCKH,N2CEACSKCWQC/E4SS6SW7SN9S/N4DETHSQDWAD/WJHN9HE4HSKD/W8HN7HE5HSJC/W7CN5CE2HS6C/W7DNTDEAHS6D/N3CEQHS4CWQS/S8CWTSNTCEAS/N5DE3HS2DW3D/NJDEJSS8DW9D/N6HE3SS9CWKS/NKHE2SS8SW5S,3.333333
584,1,left,17189587949309333481,NS,17,0,3,6,,,0,0,9HTH9S/9CKCAS/8HJHKS/ADKHQS,W2CN3CE8DSJC/S6DW7DNADEQH/NACETHS8CWQC/N7HE5HSASWJH/W7SNQSEJSS6S/N5CE9HS4CWTC/W7CNAHE4HS6C/W3DNTDE3HSKD/S8SW5SNKHE4S/SQDW9DN5DE2H/S2DW8HN4DE9S/N6HE3SSKCWKS/NJDE2SS9CWTS,-4.666667
585,0,right,10143558694922980348,EW,26,26,26,0,W,cfr,0,0,KCADQS/3CACTH/QDJHQH/5C7C9H,N2CEJDS4CW8C/W7DN3DE5DS4D/W9DN8DE2DS9H/WASNKDE6SS3S/WQSNTDETSS2S/WJSNACE7SSQC/WKCN9CEQHSJC/WADN3CE6DSTC/W9SNTHE8SS7C/W5SN7HE4SS6C/WKSN6HE5HS5C/WAHN3HEJHS8H/WKHN2HEQDS4H,8.666667
585,1,right,10143558694922980348,NS,2,0,0,24,,,1,0,9CKCQS/ACJDTH/TC4DQD/5C7C8C,N2CETCSJCWKC/WASNACETSS3S/WKSNTHE8SS2S/WAHN7HE5HS8H/WKHN6HEQDSJH/WQSN8DE7SS5C/WJSNTDE6SS7C/W9SNJDE4SSQC/W9HN3HE6DS4H/W9DNADE5DSQH/NKDE4DS6CW7D/N3DE2DS4CW9C/N2HE3CS8CW5S,7.333333
586,0,across,3097529440536627219,EW,2,24,0,0,,,0,0,9CQCQD/5D7D9D/8CKC8D/6DTDJH,W2CNKCETCSQC/N3SEKSS2SWQS/EKDSQDWADN8D/W7DN4DEJDSJS/ETDS9CW9DN3D/E6DS8SW5DN2D/E6SS7SW9SNTS/N5CEQHSTHW4C/N2HEJHS8HWAS/E5HS4HWACN3H/EKHS7HWJCN6H/E9HS5SW7CN8C/EAHS4SW3CN6C,-7.333333
586,1,across,3097529440536627219,NS,26,0,26,26,E,mc,1,1,5C9CQC/5D5H6S/8CKCTH/ADQSAS,W2CNKCETCS9C/NTSEASS4SW9S/EADS8DWTDN4D/EKSS8SW6SN3S/EKDS7HW6DN3D/EAHS8HWJHNTH/EKHS4HW5HN3H/EQSS2SWACN6H/EQHS5CWJCN2H/EJDS7SW5DN2D/E9HSQCW7CN6C/E9DSJSW4CNQD/N8CE7DS5SW3C,-8.666667
587,0,hold,14498244259859825702,EW,0,5,20,1,,,0,0,///,W2CN6CEKCSAC/S6DWTDN7DEAD/EKDS9DWQDN5D/EJDS3DW4DNTC/E8DS2DWASNKS/E4SS7SW6SNTS/N3SE9SS8SWAH/EQHS9HW6HN8H/ETHSKHW3HN7H/S4CW3CN5HEQS/S7CW5CN4HEJH/S8CWQCNJSE2H/W9CN5SE2SSJC,4.666667
587,1,hold,14498244259859825702,NS,5,21,0,0,,,0,0,///,W2CNTCEKCSJC/E4SS8SWASNKS/W6SNTSE9SS7S/NJSE2SSKHWAH/N3SEQSS9HWQD/E2HS9DW3HN4H/N5HETHSACW6H/E8DS3DWTDN7D/W4DN5DEJDS6D/EJHS7CWQCN7H/EQHS4CW9CN8H/EKDS2DW5CN6C/EADS8CW3CN5S,5.333333
588,0,left,7452215005473472573,EW,23,0,0,3,,,0,0,JCQD9H/TD6SAS/ACJDAD/QC7D9D,S2CWACNKCE7C/WJSNTSE3SSAS/S2SW9SN8SE9H/WADN9DEQDSTD/WKDN7DE5CS8D/W6DN5DE8HS2D/WJDN4DE8CSAH/W4SN7SEJCS6S/N9CE6CSKHWQH/N3DETCSTHW6H/NQCE4CS5HW7H/NQSE3CS4HW5S/NKSE3HS2HWJH,6.666667
588,1,left,7452215005473472573,NS,26,26,0,26,S,cfr,0,0,9CJCKC/TD8HAS/ACJD2S/QCKDQH,S2CWACNQCEKC/W4SN7SE6SSAS/STDW9DN4DE3H/STHW7HN9HEJC/SKHW6HNQHETC/SAHWJHNQSE9C/S5HWJSN5DE8C/S4HWJDNKSE7C/S8HW9SNQDE6C/SADW7DN3DE5C/S2HW6DN8SE4C/S2DW5SNKDE3S/NTSE3CS8DW2S,8.666667
589,0,right,406185751087119440,EW,18,4,1,3,,,0,0,JDKDAS/JCAC7D/2CKCQS/8HQHKS,E2CSKSW4CNAC/N6DE9DS4DWTD/W5CN6CEKCSQH/E6SS7SWASNJH/W3CN7CEAHSJS/N7DEQSS3DW5D/N4HE3HS2HWJD/N5HEKHSTHWAD/E4SS8SWKDN9H/S2DWQDN7HETS/W8CNJCE3SS8H/N9CE5SS6HWTC/W8DNQCE2SS9S,4.000000
589,1,right,406185751087119440,NS,6,0,3,17,,,1,0,JDKDAS/9DKHAH/2CKCTH/8HQHKS,E2CS3DWTCN7C/WASN9DE2SSQS/WADN6DE7DS4D/WKDNKHEACS2D/WQDN6CEKCSKS/WJDN9CEJCS8S/WTDN7HETSS6H/W8DN5HE6SS7S/W8CNQCETHSJS/N4HE3HS2HW5D/N9HE5SS8HW5C/NJHE4SSQHW4C/S9SW3CNAHE3S,2.666667
590,0,across,11806900570410317927,EW,26,0,26,26,E,cfr,0,0,2CAC8H/8CTC8D/JCKCAD/4CKD6S,S2CWTCNJCE4C/N2SEASSJSW8S/EKSS5SW3SN9S/EQDS3DW8DNTD/ETSS4SW8CN2H/EJHS8HW7HNAD/EKDSACWQHNJD/E9DS5CWQCN7D/E5DS6CWTHN4D/E6SS7CWAHNKC/E7SS9CWKHN6D/E9HS6HW4HN3C/EQSS5HW3HN2D,8.666667
590,1,across,11806900570410317927,NS,26,26,26,0,W,mc,1,0,2CAC8H/QSKSAS/9C3DAD/4CQCKD,S2CW3SN9CEQC/ETSSJSWASN9S/WKSN2SE7SS5S/WQSN4DEJHS4S/WAHN2HE9HS6H/WKHNTDEKDS5H/WQHNJDEQDS8H/WTHNADETCS5C/W8SN3DE9DSKC/W7HN2DE8DSAC/W6SN3CE8CSJC/W4HN7DE5DS6C/W3HN6DE4CS7C,-8.666667
591,0,hold,4760871316023964794,EW,0,0,15,11,,,0,0,///,S2CWJCNKCETC/NTSE6SSKSW5S/SASW8SNJSE4S/S3CWQCN7CE8C/W2DN4DETDSQD/S2SW9SNQHE6C/W9HN3HE7HS6H/W3DN5DEKDS9D/E2HS5HWKHNJH/W5CNADE8HS4C/W9CNJDE7DS7S/WACN8DE4HS6D/W3SNTHEAHSQS,1.333333
591,1,hold,4760871316023964794,NS,0,0,1,25,,,0,0,///,S2CW9CNKCETC/NTSE6SSASW9S/S9DW3DN8DEKD/E4SS7SW5SNJS/N7CE6CS4CWJC/W3SNQHE8CSKS/S6DW2DN5DE7D/E4HS5HWKHNJH/W8SNTHEAHS2S/W9HN3HE8HS6H/W5CNJDE7HS3C/WQCNADE2HSQS/WACN4DETDSQD,8.000000
592,0,left,16161586135347163281,EW,2,0,17,7,,,0,0,JHAHKS/4DQDKD/JDADAS/ACTHKH,N2CETCS9CWJC/WQCN8CE6CS5C/WTSNACE6SS9S/W4CN7CE3CSQH/N7DEAHS6DW5D/N3DEJHSQDWJD/S3HWQSN2HEKC/STDW8DN9DEKS/S4DW2DNKHE7S/SKDWADNTHE8S/W4SN9HE3SS8H/WASN6HE5SS7H/WJSN4HE2SS5H,4.000000
592,1,left,16161586135347163281,NS,0,0,1,25,,,0,0,7C8CKS/TCKCKD/9CJDAS/2D5D8D,N2CE6CSTCW4C/S9SW4SNJHE2S/S5CW9CN9HE8C/WTSNAHE8SSKC/WKHN6HE4DSQH/WJCN4HE7CSAD/WTHN2HEKSS5H/WJDN5DEQDSTD/E3SSKDWJSN2D/WQCN9DE3CS7H/WACN8DE7SS6D/WQSN3DE6SS3H/WASN7DE5SS8H,8.000000
593,0,right,9115556880960810148,EW,26,0,26,26,E,cfr,0,0,8CQCAC/2C9CJC/JDJHAH/TD8HKS,N2CE6DSTCWAC/WJSN3SE9SSKS/S5DW4DN8DEKD/EASSTSW7SNKH/EAHS8HW4HNTH/EJHS3HW7CN9H/EQHSKCW5CN7H/EQSS8SW8CNAD/E5HSTDWQCN2H/E6SS5SW3DNQD/E6HS6CW9DNJC/EJDS4CW7DN2D/E4SS2SW3CN9C,8.666667
593,1,right,9115556880960810148,NS,21,5,0,0,,,0,0,8CQCAC/9CQHAS/5DJDAH/7C8HKS,E2CSTCWQCN9C/W7SN3SE6SSKS/STSWJSNASEQS/NADEKDS8HWTD/NQDEJDSJHW9D/N8DE6DS3HW7D/N7HEAHS7CW4H/E5HSKCWACN2H/E5DS6CW4DN2D/E6HS8SW8CNTH/NKHEJCS4CW5C/NQHE9SS2SW3D/N9HE4SS5SW3C,-5.333333
594,0,across,2069527626574457019,EW,2,7,13,4,,,0,0,QHKHAS/7CJHKS/TCKCQS/2C8CQC,E2CSASW7CN9C/N6DEADSTDW9D/E3CSKHW4CNKC/N6HE3HS5HWJH/WTSNJSE8HS4S/N5CEQCS8DWAH/E2DS5DW4DNQS/S2SW7SN6SEAC/W3DNJCEKDSQH/E8CSTHWKSN6C/E7DS9HW9SNTC/EJDS7HW2HN8S/EQDS4HW3SN5S,1.333333
594,1,across,2069527626574457019,NS,8,1,0,17,,,0,0,6DQHKH/ACADKS/TCKCQS/QC9DAH,W2CN9CE7CSTD/N6SEQCS4SWKS/W3SNASEAHS2S/N6HE3HS4HW2H/NTCE3CSQHW8C/NKCEJHS8DWAC/W4CN6CE8HS5D/N8SEKDS6DW7S/NJSEQDS9HWTS/N5SEJDSTHW9S/W3DNQSE2DS7H/W4DN5CE7DS5H/E9DSKHWADNJC,3.333333
595,0,hold,13470242445897655502,EW,2,7,0,17,,,0,0,///,W2CN8CEACSQC/E7CSJCW9CNTC/S3CW6CN4CEQS/WJSNKSETSSAS/S7SW9SN6SE4S/W8DN9DEQDSAD/S8SW2SN5SE3S/SJDWKDNTDE6D/W3DN2DE7DS5D/E5HS3HW4HN2H/E8HS7HWJHNTH/W5CNKCEAHS6H/NQHEKHS4DW9H,-7.333333
595,1,hold,13470242445897655502,NS,18,6,0,2,,,0,0,///,W2CNKCEACSJC/E7CSQCW9CNTC/S5DWKDNTDEQD/W2SN6SETSSAS/S8SW9SN5SE4S/WJSNKSEQSS7S/N9DE7DSJDW8D/S4DW3DN2DE6D/E3SS3CWJHNQH/E5HS3HW4HN2H/E8HS6HW9HNTH/N4CEAHS7HW6C/W5CN8CEKHSAD,-3.333333
596,0,left,6424213191511302373,EW,26,26,0,26,S,mc,1,0,9CACKD/JCKCAS/8HJHKS/9DADQS,S2CWQCN8CEAC/E5SSASW2SNQS/SKCW7CNADE9C/SJSW3SN9SE4S/SJDWKSN9DEKD/E5CSJCW4CN8S/STSWKHN6SE5D/STDW6HN6DE4D/STCW3CN3DEQD/S8DWJHNTHE7D/S7SW8HN9HE3H/S6CW2HN7HE4H/S2DWAHN5HEQH,-8.666667
596,1,left,6424213191511302373,NS,1,2,10,13,,,0,0,8C9CAC/JCKCAS/2C8HJH/9DADQS,W2CNKDE8CSKC/S8DW2SN9DEQD/E4SSTSW3SN6S/SJDW3CNADE7D/N6DE5DSTDW4C/S6CWQCNQSE9C/W7CN7HEACSJC/E5CSTCWAHN9H/S2DWKHN3DE4D/E5SS7SWJHN8S/N9SEQHSJSW8H/SASW6HNTHE4H/SKSW2HN5HE3H,1.333333
597,0,right,17824928010834500856,EW,1,4,2,19,,,0,0,ACJDQH/QDKDAD/JHKHQS/9CJCAS,W2CN7CEQCSJC/E4DS5DWTDNQD/N5SE9SSASW8S/S4SWACN6SE3S/N2SETSS8DWKC/E5CS6CWTCNKD/W7DN2DEQSS6D/WJDNADEKHS9D/N2HE5HS3HW4H/E3CS4CWAHN9H/S7HWTHNKSE6H/WQHNJSE8HS9C/W3DN7SEJHS8C,-6.666667
597,1,right,17824928010834500856,NS,17,5,3,1,,,0,0,7CACJD/QDKDAD/8C8DQS/TDAHAS,W2CNQDE3CS6C/S5DWJDNADE8D/N6SE3SSASW8S/S4SWTHN5SETS/E5HS3HW4HNQH/N2SE9SSAHW7D/E5CS4CWKCN9H/W3DN2DE4DS9D/S6DWACNKDEQS/N2HE6HSJHWJC/S7HWTCN7SE8H/E8CSTDW7CNKS/EQCSKHW9CNJS,-4.666667
598,0,across,10778898756448147727,EW,19,6,0,1,,,0,0,JHQSAS/QDQHKS/TDJDAH/KCTHKH,S2CWQDN6CEQC/E7SS6SWJSNTS/W8SN3SE4SSAS/S3DW4DNTDEAD/E5DSQSW2DNJD/N2SEKHS9CWKS/W2HN4HETHS9H/E6HS5HWQHNAH/N7DE8DSJHW6D/E5CS3CWKDNAC/N4CEKCS8HW9S/E7CS7HW9DNJC/NTCE8CS3HW5S,4.000000
598,1,across,10778898756448147727,NS,24,1,0,1,,,0,0,7D4HJH/QDADKS/3DTDJD/KCTHKH,S2CWKSNJCEQC/E7SS6SW5SNAS/NTCE8CS9CW2H/NACEKCS3CWAD/NJDE8DS7DWQD/W8SN3SE4SSAH/W9SNTSEKHS7H/N6CE5CS8HWKD/N4CE7CS3HWJS/E5DS9HW4DNTD/N3DEQHSJHW2D/N2SETHS5HW9D/NQSE6HS4HW6D,-7.333333
599,0,hold,3732869502061794594,EW,0,6,13,7,,,0,0,///,S2CWACNQCEJC/W8DN5DEQDSAD/S7DW6DN4DE9D/ETSSJSW8SN9S/SQSW3SN7SE6S/STDWJDN3DE8H/W5HN2HE9HS7H/E4SSKHW2SNAH/E5SSJHWASNTC/W4HNKDEKSS3H/W6HN6CE7CSKC/WTHN5CE9CS8C/WQHN2DE3CS4C,0.000000
599,1,hold,3732869502061794594,NS,1,10,15,0,,,0,0,///,S2CWACNQCEJC/W2SN7SE6SSJS/SKCWASNTCE9C/SADWJDN3DEQD/STDW8DN5DE9D/S8CWQHN6CE7C/S7DW6DN4DE8H/S4CWTHN5CE3C/N9SE5SSQSW8S/S3HW4HN2HE9H/E4SSKHW3SNAH/ETSSJHW6HNKD/EKSS7HW5HN2D,-2.000000
600,0,left,15133584321384993081,EW,1,2,0,23,,,0,0,7HQHKH/7CQCKC/JHAHQS/KDTHKS,S2CWTCN9CE8C/WADNKDE4DSJD/WTDN8DE2DS7D/WQDNTHEASS6D/WJHNKSE7HS2H/W9DNACE9HS5D/WAHN5CE5HS8S/W4CN6CEJSS3C/N4SE5SS3SW6S/W6HN7SEKHSKC/E4HSQCW8HNJC/W2SN9SEQHS7C/NTSE3HS3DWQS,-8.000000
600,1,left,15133584321384993081,NS,8,0,14,4,,,0,0,8DQHKH/QCKCAS/2C3CQS/TCADKS,W2CNJCE8CSKC/SQCW4CN9CE7C/S5DW9DNADE8D/NTSEJSS8SW6S/E5SS3SW2SN9S/N4SEKHSASWQS/S6DWTDN7HE4D/W6HNTCE5HS2H/W3CN5CEQHSAH/N7SE9HSJHWTH/NKSE4HSJDW8H/N6CE3HS7DWKD/NACE2DS3DWQD,-6.000000
601,0,right,8087555066998639948,EW,26,26,26,0,W,cfr,0,0,JHAHAS/6H9HQH/TCACKH/QC3H8H,S2CW6DN9CEJC/E4DSTDWQDN9D/WADN7DE2DSJD/WKDNQHEKHS8D/W5DN6HEACS3D/WKSNJSE5SS6S/WASN8SE4SSQC/WTSN7SEKCS7C/W9SN3SE5CS8H/WAHNTHETCS7H/WJHN9HE6CS5H/WQSN3CE8CS4H/W2SN2HE4CS3H,8.666667
601,1,right,8087555066998639948,NS,2,0,23,1,,,0,0,9C7D9D/6H9HQH/2C7CAC/QCQSKS,E2CSTCW9CN3C/SQCW8HNASEJC/SJDW9DNTHE4D/S8DW7DN9HE2D/STDW6DNQHEAC/SKSW2SN8SE5S/S3DW5DNJHEKC/W9SNJSE4SS6S/N7SE8CSQSWTS/S4HW3HN2HE7C/S5HWADNAHE6C/N6HE5CSKHWKD/S7HWQDN3SE4C,-8.000000
602,0,across,1041525812612286819,EW,16,9,0,1,,,0,0,QSKSAS/9CJC7S/TCADTH/QD8H9H,W2CNTCE4CSJD/N5CEQHS8DW3C/N6SE9HS5SW7S/W3SN9SEKHS8S/N7DE6DS5DWAH/N2HE4HS4DWQC/E2DSQSWACNAD/N3DE9DSASWJC/E8HSKSWKCN7H/ETDSJSW7CNJH/EKDSTSW8CNTH/EQDS4SW6CN5H/E6HS2SW9CN3H,2.000000
602,1,across,1041525812612286819,NS,26,26,26,0,W,mc,0,0,5C3D7D/4C9CJC/TC8DTH/8H9HAH,W2CNTCEKDS5C/N6SE7SS4SW3S/E6DS5DWQDN8D/W3CNQSE9DSJS/W4CN9SETDSJD/W6CNKSE2DSAD/W7CNASEAHSTS/W8CN3HEKHS4D/W9CNTHEQHS3D/WJCN7HE9HS8S/WQCN5HE8HS7D/WKCN2HE6HS2S/WACNJHE4HS5S,-8.666667
603,0,hold,12442240631935485302,EW,4,18,4,0,,,0,0,///,S2CW9CNACEKC/N8SE9SS7SWAS/WJSN4SETSS6S/W3SNQHEKSSQS/E7CSJCWTCNQC/N5HE3HS2HW4H/N3CE6CS5CWJH/E6HSAHWKHN7H/S4DW8DN7DEAD/EKDSQDW6DNJD/E5DS2DW9HN3D/ETDS9DW8HN8C/ETHS5SW2SN4C,-3.333333
603,1,hold,12442240631935485302,NS,4,18,4,0,,,0,0,///,S2CW9CNQCEKC/E6CSJCWTCNAC/N8SE9SS6SWAS/WJSN4SEKSSQS/E7CS5CW8DN4C/ETSS7SW3SNQH/E3HS2HW4HN5H/N7HE6HSAHWKH/S4DW6DN7DE5D/N3DETDS9DWJH/ETHSQDW9HNJD/EKDS2DW8HN3C/EADS5SW2SN8C,3.333333
604,0,left,5396211377549132173,EW,18,1,5,2,,,0,0,THQHAS/3CTDKS/JD9HAH/2CQCAC,N2CEASS6CWJD/S3CW9SNQCEQH/N7SETSSKSWKH/S5SWKDN3SE8S/E4SS2SW6DNAD/E2HSTDW5HNAC/W3DN4DE2DS6S/N4CETHSTCWAH/S7CW9HNKCE7H/N5CE4HSJCWJH/S8CW8HN9CEQD/N7DE5DSQSW3H/N8DE9DSJSW6H,6.666667
604,1,left,5396211377549132173,NS,0,20,2,4,,,0,0,THQHAS/TDQDKS/JD9HAH/QCACKD,W2CNKCE3CSJC/N7SE4SSJSW9S/STDW6DN8DE9D/SQDWJDNADE5D/N3SE8SS6SWAH/E4HSQSW3HNAC/E2DS8CW3DNKD/N4CEQHSTCWKH/S2SWJHNQCEAS/ETSS5SW9HN9C/E2HS6CW5HN7D/W6HN5CETHS7C/E7HSKSW8HN4D,7.333333
605,0,right,16796926196872330656,EW,15,5,4,2,,,0,0,AC5DJH/6D9HKH/KCKSAS/TCJCTH,E2CS8CWACN7C/WTSN7SE9SSAH/WJSN5SE6SSTH/W5DN6DEQSS4D/N3SE2SS6HWJH/N5CEKCSJCWQH/E5HS4HW3HN2H/EQCSTCWJDN6C/E4CS9CWQDN3C/S3DW2DNKHEAS/S8DW7DN9HE8S/STDW9DN8HE4S/SADWKDN7HEKS,4.000000
605,1,right,16796926196872330656,NS,0,17,2,7,,,0,0,6C5DJH/QCKHQS/8CKSAS/TCJCQH,E2CSTCW6CNQC/N7CE4CSKCWJH/S3DW2DNQSE6D/E8CSJCWTSN5C/S4HW3HN2HE9H/E5HS6HWTHN7H/WJSN7SE9SSAH/W5DNACEASSAD/S4DWJDN8HEKS/W7DNKHE8SSTD/S9CWKDN3CE6S/S8DW9DN3SE4S/WQDN5SE2SSQH,7.333333
606,0,across,9750896942485977527,EW,3,18,5,0,,,0,0,KCJHAS/QC9DKS/ACJDKH/7C9CQS,E2CSKCWQCNAC/N7SE6SS8SWKS/W4SN5SETSSAS/STDW9DN6DE4D/SJSW3SN9SEQS/ETCS8CW9HN5C/E9CS6CW5HN4C/E7CS3CWKDNJD/ETHSJHW4HN8H/S3HWADN2HEQH/E7HS6HW8DNKH/N2DEJCS7DW5D/S2SWQDN3DEAH,-3.333333
606,1,across,9750896942485977527,NS,0,25,0,1,,,0,0,KC8HJH/JC9DKS/7DTDJD/KDADQS,E2CSKCWJCN5C/S8SW4SN9SETS/E4DSJHW5DN3D/W4HN2HETHS8H/EKDSJSWQDNTD/EADSKHW9DN7D/E6SS2SWKSNAS/N7SEQSS6HW3S/E7HS3HW5HNJD/ETCS8CW9CN4C/EQCS6CW7CN6D/EQHSACW9HN5S/EAHS3CW8DN2D,8.666667
607,0,hold,2704867688099624394,EW,0,2,6,18,,,0,0,///,W2CNTCE7DSQC/S4SWTSN8SEAS/E9SS5SW6SN3S/E6DS3DW5DNKD/N4CEAHSKCWJC/SQHWJHN7HE9H/S2SWKSNQSETH/W2HNADE3HSAC/EQDSTDWJDN2D/E4HS9CW5HNJS/W4DN8CE6HS9D/S3CW7CN6CEKH/W5CN7SE8HS8D,-4.666667
607,1,hold,2704867688099624394,NS,1,2,5,18,,,0,0,///,W2CNTCEASSKC/S4SWTSNJSE9S/NKDEQDSTDWJD/NADE7DS8DW5D/N8CE6DSQCWJC/S5SW6SN7SEAH/N7HE6HSQHWJH/S2SWKSNQSEKH/W2HN8SE3HSAC/E4HS9DW5HN3S/W4DN2DETHS3D/W5CN4CE9HS3C/W7CN6CE8HS9C,4.666667
608,0,left,14105582507422822881,EW,16,0,4,6,,,0,0,ADQHAH/8DTDJD/ACKDKS/TCQDQS,S2CW9CN8CEKC/E5SS6SWTSN8S/WKDNQDEADSJD/E5CS4CW3CN6C/N6DETHS8DWKS/S9SWJSN4SEAS/E3SS9HWKHNQS/N5HE3HS2HWJH/W6HNTCE4HS7H/S2DWACN3DEAH/N7CEQHSTDWJC/WQCN9DE7SS5D/W8HN7DE2SS4D,4.666667
608,1,left,14105582507422822881,NS,6,13,3,4,,,0,0,6C7C8C/KCJDAS/2CACKS/QDKHQS,W2CN6DE5CSKC/S4CW3CNQSE8C/E8DSJDWJHN7D/S6SWTSN8SE7S/W6HN5HE4HS2H/W8HNQHETHS7H/N4SE3SSASWKS/S5DWJSNADETD/N3DE3HS4DWAC/S9HWQCNKHE7C/N9DE6CS2DWJC/NQDE5SSKDWTC/S9SW9CNAHE2S,2.666667
609,0,right,7059553253036469748,EW,0,7,17,2,,,0,0,8DTDJD/QCAC9D/9CTCQH/JCQD9H,S2CW8DNQCETC/N5SE6SSTHW8S/W9SNACEASS9H/EQHS5HW6HN2H/E7DSQDWTDN9D/S4HWJDN3HEQS/S2DWADN7CEKD/W3SNAHE7SSKC/E2SSJCW4SNKH/W4DNJHE6DS3D/E9CS8CWKSN4C/E3CS5CWTSN8H/S6CWJSN7HE5D,2.666667
609,1,right,7059553253036469748,NS,12,13,0,1,,,0,0,4CTDJD/ACQSAS/2C8CTC/JCQDAD,E2CSJCW4CN7C/S5CW9HNACEQC/NJHEKDSTHW6H/NAHETCS5HWKS/NKHE9DS4HWJS/NASE7SS9CWTS/N8DE7DSADWJD/S3DW4DNQSE6D/E5DS2DWTDN8H/W3SN5SE2SSQH/N3HE8CSKCW9S/N2HE6SSQDW8S/N7HE3CS6CW4S,0.666667
610,0,across,13523998650116619,EW,0,1,24,1,,,1,0,THQHAS/8CQCQS/TCJCKC/2CACTD,E2CS3CWQCNKC/N6SE2SS4SWJS/WKDNQDETDS7S/W6DN2DE5DSAS/W8DN7DE4DS3H/W4CN5CEACSAH/E4HS5HWQSN2H/S7HW8SNTSE6H/S9HW8CNJDE8H/STHW9SNJCEKS/SJHW6CNTCE9D/SQHW3SN9CEAD/SKHW5SN7CE3D,7.333333
610,1,across,13523998650116619,NS,9,2,15,0,,,0,0,7C9CAS/QCQSKS/TC4S7S/ACTDKD,W2CNTCEACS9C/E2SSASWQSN6S/SJCWQCN5CE8C/W8DN7DE5DS7C/W6DNJDETDSKC/NTSE8HSKHW9S/N4SE6HSAHW3S/N7SE4HS5HW5S/N2HEADS3HWKS/S7HWJSNTHEKD/NQDE9DSJHW8S/N2DE3DS9HW6C/E4DS3CW4CNQH,-7.333333
611,0,hold,11414238817973315102,EW,19,4,3,0,,,0,0,///,S2CW9CNJCE7C/N4SEJSS6SWTS/E9SSKSW3SN7S/S6DW8DN7DE3D/WACN5CE8CSKC/WKDNQDE2DSTD/WJDN9DE4DS6C/W7HN4HEAHS9H/E2SS8SWQHN5S/STCWKHNJHE3C/S5HW3HNTHE2H/N5DE4CSQSW6H/NADEQCSASW8H,6.000000
611,1,hold,11414238817973315102,NS,14,3,9,0,,,0,0,///,S2CW9CNJCEQC/E2SSASWTSN5S/SKCWACN5CE8C/W3SN7SE9SS6S/EJSSKSWKHN4S/STDW8DN9DE4D/S6DWJDN5DE3D/W3HN4HE2HS9H/STCWKDNTHE7C/S6CWQHNJHE4C/S8SW8HNQDE3C/S5HW6HNADEAH/E2DSQSW7HN7D,-6.666667
612,0,left,4368209563586961973,EW,2,5,2,17,,,0,0,KDQHKH/6CACAD/QCKSAS/2C8DQD,N2CE4CSACW9C/S4SW5SNTSE9S/NKCEQHS6CW7C/N8DE6DS7DW4D/NJDEKDSTDWJH/EJSS9HW3SN8S/E2SS7HWASNQS/W2HNQDE8HS6H/E4HS3HWTHNJC/W5CNTCEKHS3C/N3DE2DS5DWKS/S9DWQCN7SE5H/SADW8CN6SEAH,-6.000000
